Hub,Servicing Site,REMS Proerty ID,Property Name,Project Street Address 1,Project City Address,Project State,Project Zip Code,Project Zip Code Plus 4,Project Occupancy Date,Project FHA Number,SOA Numeric Name,SOA Description,Project Number of Units,Project Number of Assisted Units,Initial Endorsement Date,Final Endorsement Date,Loan Maturity Date,Original Mortgage Amount,Original Interest Rate,Amortized Unpaid Principal Balance,Owner Organization Name
San Francisco,San Francisco,800002648,Vacaville Autumn Leaves,2470 NUT TREE RD,VACAVILLE,CA,95687,6419,27-Oct-88,121EH227,202,202/8 Direct Loan/ Elderly-Handicapped,56,56,30-Sep-87,07-Jun-90,01-Jan-29,"$2,723,300.00",9.25,"$890,566.54",Vacaville Senior Housing Corporation
San Francisco,San Francisco,800000966,Toby House II,1601 W DESERT COVE,PHOENIX,AZ,85029,5023,25-Aug-87,123EH052,202,202/8 Direct Loan/ Elderly-Handicapped,16,15,22-Sep-86,05-May-88,01-Sep-27,"$645,000.00",9.25,"$152,015.52",Toby House II
San Francisco,San Francisco,800002606,TLC HOMES I,7937 LINDLEY AVE,LOS ANGELES,CA,91335,2122,30-May-85,122EH159,202,202/8 Direct Loan/ Elderly-Handicapped,14,12,26-Sep-84,13-Jun-86,01-Feb-25,"$566,600.00",9.25,"$15,438.14",Lindley Homes
San Francisco,San Francisco,800002571,TELACU PLAZA,1033 S HOPE ST,LOS ANGELES,CA,90015,1430,01-Mar-96,122EH490,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,26-Sep-91,31-Jan-94,01-Feb-33,"$3,608,900.00",9,"$1,940,299.68","TELACU Senior Manor, Los Angeles"
San Francisco,San Francisco,800001184,Casa De Esperanza,12000 DENHOLM DR,EL MONTE,CA,91732,3533,01-Apr-86,122EH284,202,202/8 Direct Loan/ Elderly-Handicapped,9,8,30-Sep-85,09-Apr-87,01-Jul-26,"$532,700.00",9.25,"$93,283.78",ASSOCIATION OF RETARDED CITIZENS' GROUP HOME CASA DE ESPERANZA
San Francisco,San Francisco,800001775,LA MIRADA SR HSG,14129 ADOREE ST,LA MIRADA,CA,90638,1900,15-Mar-90,122EH478,202,202/8 Direct Loan/ Elderly-Handicapped,75,74,12-May-89,28-Aug-91,01-Oct-30,"$3,968,300.00",8.625,"$1,634,279.46","LA MIRADA RHF HOUSING, INC"
San Francisco,San Francisco,800000974,Verde Valley Manor,3400 E Godard Rd,Cottonwood,AZ,86326,5102,07-Nov-84,123EH021,202,202/8 Direct Loan/ Elderly-Handicapped,8,8,25-Apr-84,30-Aug-85,01-Jan-25,"$251,900.00",9.25,"$3,955.05","Verde Valley Manor Retirement Center, Inc."
San Francisco,San Francisco,800005080,ARC OF HAWAII HOUSING PROJECT NO. 7,852A Paahana St,Honolulu,HI,96816,2140,24-Aug-88,140EH038,202,202/8 Direct Loan/ Elderly-Handicapped,10,8,30-Sep-87,01-Sep-89,01-Nov-28,"$767,600.00",9.25,"$92,633.31","ARC OF HAWAII HOUSING PROJECT NUMBER 7, INC."
San Francisco,San Francisco,800000850,Casa De Pinos,117 Cory Ave,Prescott,AZ,86303,3562,17-Jan-90,123EH071,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,12-May-88,17-Jan-90,01-Jun-29,"$1,475,800.00",9,"$511,499.84",PRESCOTT RHF HOUSING INC
San Francisco,San Francisco,800000996,Carbon Creek Shores,3060 E FRONTERA ST,ANAHEIM,CA,92806,3511,23-Oct-86,122EH281,202,202/8 Direct Loan/ Elderly-Handicapped,40,40,14-Nov-85,22-Mar-88,01-Jan-27,"$2,622,700.00",9.25,"$486,816.36","ACCESS ANAHEIM, INC"
San Francisco,San Francisco,800001144,BURBANK ORCHARDS,7777 Bodega AVE,SEBASTOPOL,CA,95472,3570,23-Jan-91,121EH298,202,202/8 Direct Loan/ Elderly-Handicapped,60,60,29-Sep-89,03-Mar-92,01-Feb-31,"$2,754,100.00",8.5,"$1,171,576.82","BURBANK ORCHARDS, INC."
San Francisco,San Francisco,800001125,BRAWLEY SENIOR PLAZA,430 K ST,BRAWLEY,CA,92227,3200,18-Apr-85,122EH210,202,202/8 Direct Loan/ Elderly-Handicapped,20,20,28-Jun-84,26-Aug-92,01-Mar-25,"$833,000.00",9.25,"$31,798.64",BRAWLEY SENIOR CITIZEN/PHYSICALLY LTD HOUSING INC
San Francisco,San Francisco,800001094,BEE STREET HOUSING,408 BEE ST,SAUSALITO,CA,94965,2914,08-Apr-85,121EH178,202,202/8 Direct Loan/ Elderly-Handicapped,6,6,21-Sep-84,15-Nov-85,01-Mar-25,"$247,700.00",9.25,"$7,711.37","BEE STREET HOUSING, INC."
San Francisco,San Francisco,800001215,CASA OLIVO,14109 HUBBARD ST,SYLMAR,CA,91342,4713,21-Apr-88,122EH321,202,202/8 Direct Loan/ Elderly-Handicapped,11,10,29-Sep-86,11-Oct-89,01-Apr-27,"$640,000.00",9.25,"$131,033.05",Mission Housing Foundation
San Francisco,San Francisco,800005083,ARC OF HAWAII PROJECT NUMBER 10,1660B LUSITANA ST,HONOLULU,HI,96813,1624,18-Nov-92,140EH056,202,202/8 Direct Loan/ Elderly-Handicapped,10,8,23-Dec-91,25-May-94,01-Nov-32,"$420,600.00",8.375,"$212,307.90","ARC OF HAWAII PROJECT NUMBER 10, INCORPORATED"
San Francisco,San Francisco,800001236,CATALYST APARTMENTS,235 MARTELLA STREET,SALINAS,CA,93901,2875,30-Jan-90,121EH272,202,202/8 Direct Loan/ Elderly-Handicapped,12,12,17-Apr-89,03-Dec-90,01-Mar-30,"$550,500.00",9.25,"$219,309.33","CATALYST HOUSING, INC."
San Francisco,San Francisco,800005078,ARC OF HAWAII HOUSING PROJ. NO. 11,1660A LUSITANA ST,HONOLULU,HI,96813,1624,15-Aug-89,140EH045,202,202/8 Direct Loan/ Elderly-Handicapped,23,20,27-Sep-88,30-Sep-99,01-Jun-30,"$1,060,000.00",9,"$434,293.79","ARC OF HAWAII HOUSING PROJECT NUMBER 11, INC."
San Francisco,San Francisco,800001036,Anaheim Memorial Manor,275 E CENTER ST,ANAHEIM,CA,92805,3201,01-Jun-88,122EH385,202,202/8 Direct Loan/ Elderly-Handicapped,75,75,02-Jun-88,04-Jan-91,01-Feb-30,"$6,285,700.00",9,"$2,427,234.04","ANAHEIM MEMORIAL MANOR, Inc."
San Francisco,San Francisco,800001017,Allen Temple Arms II,1388 81ST AVE,OAKLAND,CA,94621,2411,04-Apr-87,121EH195,202,202/8 Direct Loan/ Elderly-Handicapped,51,51,04-Apr-86,25-Nov-87,01-Sep-27,"$2,707,800.00",9.25,"$638,158.50",Allen Temple Development Corporation NO 2
San Francisco,San Francisco,800001006,Alameda House Inc.,124 Alameda De Las Pulgas,Redwood City,CA,94062,2712,04-Apr-90,121EH252,202,202/8 Direct Loan/ Elderly-Handicapped,5,5,22-Sep-89,11-Apr-91,01-Feb-30,"$339,900.00",9.25,"$133,700.01",Alameda House Inc
San Francisco,San Francisco,800005077,AINAKEA ELDERLY HOUSING PROJECT,533996 AINAKEA DR,KAPAAU,HI,96755,,16-May-90,140EH052,202,202/8 Direct Loan/ Elderly-Handicapped,21,20,29-Mar-89,26-Jun-91,01-Jul-30,"$1,279,900.00",8.875,"$519,583.66",KOHALA UNION HOUSING CORPORATION
San Francisco,San Francisco,800000987,Winslow Manor,901 W Desmond St,Winslow,AZ,86047,2209,25-Sep-90,123EH091,202,202/8 Direct Loan/ Elderly-Handicapped,42,41,14-Dec-89,23-Jul-93,01-Feb-31,"$1,282,300.00",8.375,"$385,133.69","Winslow RHF Housing, Inc."
San Francisco,San Francisco,800001089,Bear Mountain Residences,276 CALIFORNIA ST,SAN ANDREAS,CA,95249,9500,02-Mar-92,136EH103,202,202/8 Direct Loan/ Elderly-Handicapped,20,19,30-Jul-91,24-Nov-92,01-May-32,"$977,900.00",8.375,"$471,680.73",Creative Alternatives dba Bear Mountain Residences
San Francisco,San Francisco,800002334,E. BOYD ESTERS MANOR,1101 N CENTRAL AVE,COMPTON,CA,90222,3636,08-Jun-88,122EH348,202,202/8 Direct Loan/ Elderly-Handicapped,50,50,30-Sep-86,20-Sep-94,01-Sep-36,"$2,141,718.62",3.96,"$2,141,718.62",Southeast Senior Housing Preservation LP
San Francisco,San Francisco,800000910,Hong Ning House of Phoenix,3920 N 24TH AVE,PHOENIX,AZ,85015,5374,16-May-87,123EH062,202,202/8 Direct Loan/ Elderly-Handicapped,58,58,02-Jul-87,16-May-89,01-Sep-28,"$1,935,700.00",9.25,"$590,810.45",HONG NING SENIOR HOUSING CORPORATION
San Francisco,San Francisco,800001681,Homeport,5030 Union AVE,SAN JOSE,CA,95124,5432,11-Jun-91,121EH268,202,202/8 Direct Loan/ Elderly-Handicapped,15,15,28-Sep-90,18-Dec-92,01-Aug-31,"$739,300.00",8.375,"$330,760.54",Homeport Inc.
San Francisco,San Francisco,800001680,Homebase,1033 Lick Ave,San Jose,CA,95110,3205,17-Jun-91,121EH291,202,202/8 Direct Loan/ Elderly-Handicapped,24,24,28-Sep-90,11-Sep-92,01-Nov-31,"$1,078,705.47",8.375,"$476,665.76","Home Base Homes, Inc."
San Francisco,San Francisco,800005111,HALE ULU HOI II,1303 Ululani Street,HILO,HI,96720,4169,21-Sep-90,140EH053,202,202/8 Direct Loan/ Elderly-Handicapped,18,18,31-Mar-89,30-Oct-91,01-Dec-30,"$987,900.00",8.875,"$425,155.84",HILO ARC HOUSING CORPORATION #1
San Francisco,San Francisco,800001562,Garrison House,779 FORD STREET,CORONA,CA,92879,3129,09-Jan-87,122EH266,202,202/8 Direct Loan/ Elderly-Handicapped,7,6,09-Jan-87,02-Sep-88,01-Aug-27,"$322,600.00",9.25,"$74,856.18",Garrison House/Peppermint Ridge
San Francisco,San Francisco,800001550,FULLER AVENUE SR HOUSING,1627-37 FULLER AVE,HOLLYWOOD,CA,90046,3568,25-Jun-84,122EH182,202,202/8 Direct Loan/ Elderly-Handicapped,89,88,16-Feb-83,12-Mar-85,01-Dec-24,"$4,973,900.00",9.25,"$38,935.63",FULLER AVE SENIOR CITIZEN HOUSING CORP.
San Francisco,San Francisco,800001227,CASA VALLE,14440 BLEDSOE ST,LOS ANGELES,CA,91342,1413,13-Oct-87,122EH318,202,202/8 Direct Loan/ Elderly-Handicapped,11,10,30-Sep-86,08-Jun-89,01-Apr-27,"$640,000.00",9.25,"$131,033.05",San Fernando Housing Foundation
San Francisco,San Francisco,800001429,East Bay Transit Homes,2787 79th Ave,Oakland,CA,94605,3327,19-Jul-85,121EH123,202,202/8 Direct Loan/ Elderly-Handicapped,12,12,26-Sep-84,26-Sep-86,01-May-25,"$497,700.00",9.25,"$23,091.45",East Bay Transitional Homes
San Francisco,San Francisco,800001229,CASAS DEL RIO,1740 E LA VETA AVE,ORANGE,CA,92866,2921,26-Oct-87,122EH351,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,20-Jan-87,10-May-89,01-Mar-28,"$2,177,000.00",9.25,"$590,481.70",Curio Housing LP
San Francisco,San Francisco,800001731,Donald Jordan Sr. Manor,11441 ACACIA PKY,GARDEN GROVE,CA,92840,5361,02-Sep-82,122EH213,202,202/8 Direct Loan/ Elderly-Handicapped,65,65,12-Apr-84,23-Dec-85,01-Aug-25,"$2,845,400.00",9.25,"$194,829.44","DONALD JORDAN, SR., MANOR, INC."
San Francisco,San Francisco,800001354,CROWN HOUSE,3055 E DEL MAR BLVD,PASADENA,CA,91107,4425,14-Oct-87,122EH323,202,202/8 Direct Loan/ Elderly-Handicapped,11,10,06-Jan-87,07-Dec-88,01-Sep-27,"$621,700.00",9.25,"$156,081.44",Crown Housing Corporation
San Francisco,San Francisco,800001139,Creekwood,2401 Sir Francis Drake BLVD,FAIRFAX,CA,94930,1460,31-Mar-86,121EH172,202,202/8 Direct Loan/ Elderly-Handicapped,12,12,05-Jul-85,13-Jan-87,01-Feb-26,"$425,800.00",9.25,"$47,523.34",BUCKELEW HOUSING INC.
San Francisco,San Francisco,800001322,CONCORD RESIDENTIAL CLUB,2141 CALIFORNIA ST,CONCORD,CA,94520,7300,11-Feb-92,121EH299,202,202/8 Direct Loan/ Elderly-Handicapped,20,19,28-Sep-90,20-Nov-92,01-Oct-31,"$1,243,300.00",8.375,"$565,319.72","CONCORD RESIDENTIAL CLUB, INC."
San Francisco,San Francisco,800001269,CHILDRENS AID GUILD HOUSE,2170 N WESTLAKE BLVD,THOUSAND OAKS,CA,91361,5122,19-Jan-88,122EH336,202,202/8 Direct Loan/ Elderly-Handicapped,11,10,29-Sep-86,22-Aug-89,01-May-27,"$584,500.00",9.25,"$123,315.11",Hillcrest Housing Foundation
San Francisco,San Francisco,800001830,Klein Manor,4121 KATELLA AVE,LOS ALAMITOS,CA,90720,3439,14-Aug-91,122EH491,202,202/8 Direct Loan/ Elderly-Handicapped,71,70,29-Sep-86,22-Aug-89,01-Feb-32,"$4,369,400.00",8.375,"$2,056,515.79",LOS ALAMITOS RHF HOUSING INC
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
